Date_Time,Cell96,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:20:47,0.019,0.019,Cell96
2022-10-10 12:20:51,0.863,0.863,Cell96
2022-10-10 12:20:52,1.006,1.006,Cell96
2022-10-10 12:20:53,1.003,1.003,Cell96
2022-10-10 12:20:54,1.001,1.001,Cell96
2022-10-10 12:20:55,1.001,1.001,Cell96
2022-10-10 12:20:56,1.001,1.001,Cell96
2022-10-10 12:20:57,0.997,0.997,Cell96
2022-10-10 12:20:58,0.999,0.999,Cell96
2022-10-10 12:20:59,0.996,0.996,Cell96
2022-10-10 12:21:00,0.997,0.997,Cell96
2022-10-10 12:21:03,0.736,0.736,Cell96
2022-10-10 12:21:04,0.739,0.739,Cell96
2022-10-10 12:21:05,0.743,0.743,Cell96
2022-10-10 12:21:06,0.744,0.744,Cell96
2022-10-10 12:21:07,0.744,0.744,Cell96
2022-10-10 12:21:08,0.744,0.744,Cell96
2022-10-10 12:21:09,0.744,0.744,Cell96
2022-10-10 12:21:10,0.744,0.744,Cell96
2022-10-10 12:21:11,0.744,0.744,Cell96
2022-10-10 12:21:12,0.744,0.744,Cell96
2022-10-10 12:21:13,0.744,0.744,Cell96
2022-10-10 12:21:14,0.744,0.744,Cell96
2022-10-10 12:21:15,0.744,0.744,Cell96
2022-10-10 12:21:16,0.744,0.744,Cell96
2022-10-10 12:21:17,0.751,0.751,Cell96
2022-10-10 12:21:18,0.751,0.751,Cell96
2022-10-10 12:21:19,0.752,0.752,Cell96
2022-10-10 12:21:20,0.753,0.753,Cell96
2022-10-10 12:21:21,0.751,0.751,Cell96
2022-10-10 12:21:22,0.751,0.751,Cell96
2022-10-10 12:21:23,0.753,0.753,Cell96
2022-10-10 12:21:24,0.753,0.753,Cell96
2022-10-10 12:21:25,0.754,0.754,Cell96
2022-10-10 12:21:26,0.754,0.754,Cell96
2022-10-10 12:21:27,0.756,0.756,Cell96
2022-10-10 12:21:28,0.755,0.755,Cell96
2022-10-10 12:21:29,0.755,0.755,Cell96
2022-10-10 12:21:30,0.755,0.755,Cell96
2022-10-10 12:21:31,0.755,0.755,Cell96
2022-10-10 12:21:32,0.756,0.756,Cell96
2022-10-10 12:21:33,0.756,0.756,Cell96
2022-10-10 12:21:34,0.756,0.756,Cell96
2022-10-10 12:21:35,0.756,0.756,Cell96
2022-10-10 12:21:36,0.756,0.756,Cell96
2022-10-10 12:21:37,0.756,0.756,Cell96
2022-10-10 12:21:38,0.757,0.757,Cell96
2022-10-10 12:21:39,0.757,0.757,Cell96
2022-10-10 12:21:40,0.756,0.756,Cell96
2022-10-10 12:21:41,0.756,0.756,Cell96
2022-10-10 12:21:42,0.756,0.756,Cell96
2022-10-10 12:21:43,0.756,0.756,Cell96
2022-10-10 12:21:44,0.756,0.756,Cell96
2022-10-10 12:21:45,0.759,0.759,Cell96
2022-10-10 12:21:46,0.759,0.759,Cell96
2022-10-10 12:21:47,0.759,0.759,Cell96
2022-10-10 12:21:48,0.758,0.758,Cell96
2022-10-10 12:21:49,0.758,0.758,Cell96
2022-10-10 12:21:50,0.758,0.758,Cell96
2022-10-10 12:21:51,0.757,0.757,Cell96
2022-10-10 12:21:52,0.758,0.758,Cell96
2022-10-10 12:21:53,0.758,0.758,Cell96
2022-10-10 12:21:54,0.758,0.758,Cell96
2022-10-10 12:21:55,0.756,0.756,Cell96
2022-10-10 12:21:56,0.758,0.758,Cell96
2022-10-10 12:21:57,0.758,0.758,Cell96
2022-10-10 12:21:58,0.757,0.757,Cell96
2022-10-10 12:21:59,0.759,0.759,Cell96
2022-10-10 12:22:00,0.726,0.726,Cell96
2022-10-10 12:22:01,0.698,0.698,Cell96
2022-10-10 12:22:02,0.701,0.701,Cell96
2022-10-10 12:22:03,0.701,0.701,Cell96
2022-10-10 12:22:04,0.704,0.704,Cell96
2022-10-10 12:22:05,0.706,0.706,Cell96
2022-10-10 12:22:06,0.708,0.708,Cell96
2022-10-10 12:22:07,0.708,0.708,Cell96
2022-10-10 12:22:08,0.708,0.708,Cell96
2022-10-10 12:22:09,0.711,0.711,Cell96
2022-10-10 12:22:10,0.711,0.711,Cell96
2022-10-10 12:22:11,0.711,0.711,Cell96
2022-10-10 12:22:12,0.709,0.709,Cell96
2022-10-10 12:22:13,0.71,0.71,Cell96
2022-10-10 12:22:14,0.711,0.711,Cell96
2022-10-10 12:22:15,0.708,0.708,Cell96
2022-10-10 12:22:16,0.711,0.711,Cell96
2022-10-10 12:22:17,0.71,0.71,Cell96
2022-10-10 12:22:18,0.712,0.712,Cell96
2022-10-10 12:22:19,0.713,0.713,Cell96
2022-10-10 12:22:20,0.712,0.712,Cell96
2022-10-10 12:22:21,0.714,0.714,Cell96
2022-10-10 12:22:22,0.714,0.714,Cell96
2022-10-10 12:22:23,0.714,0.714,Cell96
2022-10-10 12:22:24,0.713,0.713,Cell96
2022-10-10 12:22:25,0.714,0.714,Cell96
2022-10-10 12:22:26,0.712,0.712,Cell96
2022-10-10 12:22:27,0.712,0.712,Cell96
2022-10-10 12:22:28,0.712,0.712,Cell96
2022-10-10 12:22:29,0.713,0.713,Cell96
2022-10-10 12:22:30,0.713,0.713,Cell96
2022-10-10 12:22:31,0.714,0.714,Cell96
2022-10-10 12:22:32,0.714,0.714,Cell96
2022-10-10 12:22:33,0.712,0.712,Cell96
2022-10-10 12:22:34,0.712,0.712,Cell96
2022-10-10 12:22:35,0.712,0.712,Cell96
2022-10-10 12:22:36,0.713,0.713,Cell96
2022-10-10 12:22:37,0.715,0.715,Cell96
2022-10-10 12:22:38,0.714,0.714,Cell96
2022-10-10 12:22:39,0.714,0.714,Cell96
2022-10-10 12:22:40,0.712,0.712,Cell96
2022-10-10 12:22:41,0.713,0.713,Cell96
2022-10-10 12:22:42,0.713,0.713,Cell96
2022-10-10 12:22:43,0.715,0.715,Cell96
2022-10-10 12:22:44,0.712,0.712,Cell96
2022-10-10 12:22:45,0.714,0.714,Cell96
2022-10-10 12:22:46,0.715,0.715,Cell96
2022-10-10 12:22:47,0.712,0.712,Cell96
2022-10-10 12:22:49,0.712,0.712,Cell96
2022-10-10 12:22:51,0.714,0.714,Cell96
2022-10-10 12:22:52,0.714,0.714,Cell96
2022-10-10 12:22:53,0.714,0.714,Cell96
2022-10-10 12:22:54,0.714,0.714,Cell96
2022-10-10 12:22:55,0.714,0.714,Cell96
2022-10-10 12:22:56,0.714,0.714,Cell96
2022-10-10 12:22:57,0.714,0.714,Cell96
2022-10-10 12:22:58,0.712,0.712,Cell96
2022-10-10 12:22:59,0.714,0.714,Cell96
2022-10-10 12:23:00,0.712,0.712,Cell96
2022-10-10 12:23:01,0.915,0.915,Cell96
2022-10-10 12:23:02,0.922,0.922,Cell96
2022-10-10 12:23:03,0.929,0.929,Cell96
2022-10-10 12:23:04,0.932,0.932,Cell96
2022-10-10 12:23:05,0.936,0.936,Cell96
2022-10-10 12:23:06,0.938,0.938,Cell96
2022-10-10 12:23:07,0.938,0.938,Cell96
2022-10-10 12:23:08,0.936,0.936,Cell96
2022-10-10 12:23:09,0.938,0.938,Cell96
2022-10-10 12:23:10,0.938,0.938,Cell96
2022-10-10 12:23:12,0.941,0.941,Cell96
2022-10-10 12:23:13,0.937,0.937,Cell96
2022-10-10 12:23:14,0.937,0.937,Cell96
2022-10-10 12:23:15,0.937,0.937,Cell96
2022-10-10 12:23:16,0.94,0.94,Cell96
2022-10-10 12:23:18,0.941,0.941,Cell96
2022-10-10 12:23:21,0.939,0.939,Cell96
2022-10-10 12:23:23,0.938,0.938,Cell96
2022-10-10 12:23:25,0.938,0.938,Cell96
2022-10-10 12:23:26,0.939,0.939,Cell96
2022-10-10 12:23:33,0.936,0.936,Cell96
2022-10-10 12:23:39,0.935,0.935,Cell96
2022-10-10 12:23:40,0.936,0.936,Cell96
2022-10-10 12:23:42,0.938,0.938,Cell96
2022-10-10 12:23:43,0.938,0.938,Cell96
2022-10-10 12:23:44,0.936,0.936,Cell96
2022-10-10 12:23:45,0.936,0.936,Cell96
2022-10-10 12:23:46,0.938,0.938,Cell96
2022-10-10 12:23:47,0.936,0.936,Cell96
2022-10-10 12:23:48,0.937,0.937,Cell96
2022-10-10 12:23:49,0.936,0.936,Cell96
2022-10-10 12:23:50,0.936,0.936,Cell96
2022-10-10 12:23:51,0.936,0.936,Cell96
2022-10-10 12:23:52,0.935,0.935,Cell96
2022-10-10 12:23:53,0.936,0.936,Cell96
2022-10-10 12:23:54,0.936,0.936,Cell96
2022-10-10 12:23:55,0.936,0.936,Cell96
2022-10-10 12:23:56,0.935,0.935,Cell96
2022-10-10 12:23:57,0.933,0.933,Cell96
2022-10-10 12:23:58,0.935,0.935,Cell96
2022-10-10 12:23:59,0.936,0.936,Cell96
2022-10-10 12:24:00,0.935,0.935,Cell96
2022-10-10 12:24:01,0.928,0.928,Cell96
2022-10-10 12:24:02,0.922,0.922,Cell96
2022-10-10 12:24:03,0.919,0.919,Cell96
2022-10-10 12:24:04,0.919,0.919,Cell96
2022-10-10 12:24:06,0.914,0.914,Cell96
2022-10-10 12:24:07,0.914,0.914,Cell96
2022-10-10 12:24:08,0.912,0.912,Cell96
2022-10-10 12:24:09,0.912,0.912,Cell96
2022-10-10 12:24:09,0.912,0.912,Cell96
2022-10-10 12:24:11,0.909,0.909,Cell96
2022-10-10 12:24:12,0.911,0.911,Cell96
2022-10-10 12:24:13,0.911,0.911,Cell96
2022-10-10 12:24:14,0.911,0.911,Cell96
2022-10-10 12:24:15,0.908,0.908,Cell96
2022-10-10 12:24:16,0.907,0.907,Cell96
2022-10-10 12:24:17,0.907,0.907,Cell96
2022-10-10 12:24:18,0.905,0.905,Cell96
2022-10-10 12:24:19,0.903,0.903,Cell96
2022-10-10 12:24:20,0.904,0.904,Cell96
2022-10-10 12:24:21,0.903,0.903,Cell96
