Date_Time,Cell3,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:29:12,0.126,0.126,Cell3
2022-10-10 12:29:23,0.095,0.095,Cell3
2022-10-10 12:29:24,0.093,0.093,Cell3
2022-10-10 12:29:25,0.089,0.089,Cell3
2022-10-10 12:29:26,0.084,0.084,Cell3
2022-10-10 12:29:27,0.083,0.083,Cell3
2022-10-10 12:29:29,0.079,0.079,Cell3
2022-10-10 12:29:30,0.073,0.073,Cell3
2022-10-10 12:29:32,0.069,0.069,Cell3
2022-10-10 12:29:34,0.065,0.065,Cell3
2022-10-10 12:29:34,0.062,0.062,Cell3
2022-10-10 12:29:35,0.061,0.061,Cell3
2022-10-10 12:29:36,0.059,0.059,Cell3
2022-10-10 12:29:37,0.057,0.057,Cell3
2022-10-10 12:29:38,0.053,0.053,Cell3
2022-10-10 12:29:40,0.051,0.051,Cell3
2022-10-10 12:29:41,0.048,0.048,Cell3
2022-10-10 12:29:45,0.045,0.045,Cell3
2022-10-10 12:29:46,0.045,0.045,Cell3
2022-10-10 12:29:49,0.042,0.042,Cell3
2022-10-10 12:29:50,0.041,0.041,Cell3
2022-10-10 12:29:52,0.039,0.039,Cell3
2022-10-10 12:30:01,0.033,0.033,Cell3
2022-10-10 12:30:02,0.032,0.032,Cell3
2022-10-10 12:30:03,0.032,0.032,Cell3
2022-10-10 12:30:04,0.031,0.031,Cell3
2022-10-10 12:30:11,0.029,0.029,Cell3
2022-10-10 12:30:13,0.028,0.028,Cell3
2022-10-10 12:30:15,0.028,0.028,Cell3
2022-10-10 12:30:16,0.026,0.026,Cell3
2022-10-10 12:30:18,0.027,0.027,Cell3
2022-10-10 12:30:22,0.026,0.026,Cell3
2022-10-10 12:30:27,0.025,0.025,Cell3
2022-10-10 12:30:33,0.023,0.023,Cell3
2022-10-10 12:30:35,0.023,0.023,Cell3
2022-10-10 12:30:46,0.021,0.021,Cell3
2022-10-10 12:30:52,0.02,0.02,Cell3
2022-10-10 12:31:01,0.018,0.018,Cell3
2022-10-10 12:31:07,0.018,0.018,Cell3
2022-10-10 12:31:12,0.018,0.018,Cell3
2022-10-10 12:31:13,0.017,0.017,Cell3
2022-10-10 12:31:22,0.017,0.017,Cell3
2022-10-10 12:31:26,0.017,0.017,Cell3
2022-10-10 12:31:30,0.016,0.016,Cell3
2022-10-10 12:31:36,0.015,0.015,Cell3
2022-10-10 12:31:58,0.013,0.013,Cell3
2022-10-10 12:32:26,0.012,0.012,Cell3
2022-10-10 12:32:44,0.01,0.01,Cell3
2022-10-10 12:42:36,0.003,0.003,Cell3
2022-10-10 12:42:45,0.04,0.04,Cell3
2022-10-10 12:42:51,0.077,0.077,Cell3
2022-10-10 12:42:52,0.077,0.077,Cell3
2022-10-10 12:43:35,0.069,0.069,Cell3
2022-10-10 12:43:46,0.065,0.065,Cell3
2022-10-10 12:43:55,0.062,0.062,Cell3
2022-10-10 12:44:22,0.05,0.05,Cell3
2022-10-10 12:44:35,0.043,0.043,Cell3
2022-10-10 12:45:31,0.958,0.958,Cell3
