Date_Time,Cell32,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:30:57,0.019,0.019,Cell32
2022-10-10 12:31:05,0.019,0.019,Cell32
2022-10-10 12:31:14,0.017,0.017,Cell32
2022-10-10 12:31:18,0.017,0.017,Cell32
2022-10-10 12:31:27,0.015,0.015,Cell32
2022-10-10 12:31:51,0.014,0.014,Cell32
2022-10-10 12:44:08,0.054,0.054,Cell32
2022-10-10 13:01:41,0.114,0.114,Cell32
2022-10-10 13:01:59,0.062,0.062,Cell32
2022-10-10 13:02:05,0.05,0.05,Cell32
2022-10-10 13:02:10,0.043,0.043,Cell32
2022-10-10 13:02:11,0.042,0.042,Cell32
2022-10-10 13:02:25,0.032,0.032,Cell32
2022-10-10 13:34:23,0.095,0.095,Cell32
2022-10-10 13:34:24,0.092,0.092,Cell32
2022-10-10 13:34:25,0.087,0.087,Cell32
2022-10-10 13:35:04,0.03,0.03,Cell32
2022-10-10 13:35:20,0.024,0.024,Cell32
2022-10-10 13:37:36,0.011,0.011,Cell32
2022-10-10 14:06:34,0.958,0.958,Cell32
2022-10-10 14:43:34,0.956,0.956,Cell32
2022-10-10 14:44:46,0.922,0.922,Cell32
