Date_Time,Cell4,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:30:00,0.034,0.034,Cell4
2022-10-10 12:30:41,0.021,0.021,Cell4
2022-10-10 12:30:49,0.02,0.02,Cell4
2022-10-10 12:31:08,0.018,0.018,Cell4
2022-10-10 12:31:34,0.015,0.015,Cell4
2022-10-10 12:31:37,0.014,0.014,Cell4
2022-10-10 12:31:45,0.015,0.015,Cell4
2022-10-10 12:32:30,0.012,0.012,Cell4
2022-10-10 12:34:08,0.007,0.007,Cell4
2022-10-10 12:42:08,0.002,0.002,Cell4
2022-10-10 12:42:38,0.004,0.004,Cell4
2022-10-10 12:42:49,0.071,0.071,Cell4
2022-10-10 12:42:53,0.078,0.078,Cell4
2022-10-10 12:43:00,0.08,0.08,Cell4
2022-10-10 12:43:06,0.078,0.078,Cell4
2022-10-10 12:43:44,0.065,0.065,Cell4
2022-10-10 12:43:45,0.065,0.065,Cell4
2022-10-10 12:43:47,0.064,0.064,Cell4
2022-10-10 12:44:40,0.04,0.04,Cell4
2022-10-10 12:45:10,0.956,0.956,Cell4
2022-10-10 12:58:58,0.87,0.87,Cell4
2022-10-10 12:58:59,0.87,0.87,Cell4
2022-10-10 12:59:21,0.836,0.836,Cell4
2022-10-10 12:59:45,0.808,0.808,Cell4
2022-10-10 13:00:47,0.606,0.606,Cell4
2022-10-10 13:02:00,0.059,0.059,Cell4
2022-10-10 13:02:14,0.04,0.04,Cell4
2022-10-10 13:02:18,0.037,0.037,Cell4
2022-10-10 13:02:20,0.034,0.034,Cell4
2022-10-10 13:02:26,0.031,0.031,Cell4
2022-10-10 13:02:41,0.026,0.026,Cell4
2022-10-10 13:02:51,0.023,0.023,Cell4
2022-10-10 13:03:04,0.021,0.021,Cell4
2022-10-10 13:03:36,0.017,0.017,Cell4
2022-10-10 13:03:48,0.015,0.015,Cell4
2022-10-10 13:04:02,0.015,0.015,Cell4
2022-10-10 13:04:08,0.014,0.014,Cell4
2022-10-10 13:05:50,0.01,0.01,Cell4
2022-10-10 13:15:22,0.003,0.003,Cell4
2022-10-10 13:15:35,0.076,0.076,Cell4
2022-10-10 13:16:19,0.064,0.064,Cell4
2022-10-10 13:16:21,0.062,0.062,Cell4
2022-10-10 13:16:26,0.061,0.061,Cell4
2022-10-10 13:16:34,0.057,0.057,Cell4
2022-10-10 13:16:42,0.053,0.053,Cell4
2022-10-10 13:16:44,0.053,0.053,Cell4
2022-10-10 13:16:55,0.048,0.048,Cell4
2022-10-10 13:17:23,0.033,0.033,Cell4
2022-10-10 13:18:00,0.96,0.96,Cell4
2022-10-10 13:18:06,0.96,0.96,Cell4
2022-10-10 13:31:08,0.921,0.921,Cell4
2022-10-10 13:31:13,0.909,0.909,Cell4
2022-10-10 13:31:15,0.903,0.903,Cell4
2022-10-10 13:31:18,0.901,0.901,Cell4
2022-10-10 13:31:19,0.897,0.897,Cell4
2022-10-10 13:31:20,0.895,0.895,Cell4
2022-10-10 13:31:24,0.888,0.888,Cell4
2022-10-10 13:31:30,0.877,0.877,Cell4
2022-10-10 13:31:40,0.86,0.86,Cell4
2022-10-10 13:31:46,0.852,0.852,Cell4
2022-10-10 13:31:50,0.847,0.847,Cell4
2022-10-10 13:31:51,0.845,0.845,Cell4
2022-10-10 13:31:54,0.842,0.842,Cell4
2022-10-10 13:31:55,0.84,0.84,Cell4
2022-10-10 13:31:58,0.838,0.838,Cell4
2022-10-10 13:31:59,0.835,0.835,Cell4
2022-10-10 13:32:02,0.831,0.831,Cell4
2022-10-10 13:32:03,0.83,0.83,Cell4
2022-10-10 13:32:04,0.828,0.828,Cell4
2022-10-10 13:32:05,0.827,0.827,Cell4
2022-10-10 13:32:06,0.824,0.824,Cell4
2022-10-10 13:32:08,0.825,0.825,Cell4
2022-10-10 13:32:13,0.817,0.817,Cell4
2022-10-10 13:32:14,0.816,0.816,Cell4
2022-10-10 13:32:15,0.816,0.816,Cell4
