Date_Time,Cell11,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:30:55,0.02,0.02,Cell11
2022-10-10 12:33:19,0.01,0.01,Cell11
2022-10-10 12:59:33,0.822,0.822,Cell11
2022-10-10 12:59:53,0.8,0.8,Cell11
2022-10-10 12:59:54,0.798,0.798,Cell11
2022-10-10 12:59:57,0.794,0.794,Cell11
2022-10-10 13:15:19,0.003,0.003,Cell11
2022-10-10 13:15:41,0.076,0.076,Cell11
2022-10-10 13:16:03,0.069,0.069,Cell11
2022-10-10 13:16:18,0.064,0.064,Cell11
2022-10-10 13:16:52,0.049,0.049,Cell11
2022-10-10 13:17:20,0.033,0.033,Cell11
2022-10-10 13:18:40,0.828,0.828,Cell11
2022-10-10 13:18:43,0.828,0.828,Cell11
2022-10-10 13:18:52,0.827,0.827,Cell11
2022-10-10 13:20:07,0.784,0.784,Cell11
2022-10-10 13:20:54,0.742,0.742,Cell11
2022-10-10 13:31:41,0.858,0.858,Cell11
2022-10-10 13:31:58,0.836,0.836,Cell11
2022-10-10 13:32:12,0.819,0.819,Cell11
2022-10-10 13:32:22,0.806,0.806,Cell11
2022-10-10 13:32:26,0.804,0.804,Cell11
2022-10-10 13:32:31,0.798,0.798,Cell11
2022-10-10 13:32:33,0.796,0.796,Cell11
2022-10-10 13:32:38,0.793,0.793,Cell11
2022-10-10 13:32:41,0.792,0.792,Cell11
2022-10-10 13:32:42,0.791,0.791,Cell11
2022-10-10 13:32:45,0.834,0.834,Cell11
2022-10-10 13:32:48,0.833,0.833,Cell11
2022-10-10 13:32:50,0.827,0.827,Cell11
2022-10-10 13:32:51,0.823,0.823,Cell11
2022-10-10 13:32:53,0.816,0.816,Cell11
2022-10-10 13:32:54,0.816,0.816,Cell11
2022-10-10 13:33:00,0.791,0.791,Cell11
2022-10-10 13:35:56,0.018,0.018,Cell11
2022-10-10 13:37:09,0.013,0.013,Cell11
2022-10-10 13:37:13,0.012,0.012,Cell11
2022-10-10 13:37:31,0.012,0.012,Cell11
2022-10-10 13:37:48,0.01,0.01,Cell11
2022-10-10 13:37:57,0.01,0.01,Cell11
2022-10-10 13:48:29,0.073,0.073,Cell11
2022-10-10 13:49:34,0.049,0.049,Cell11
2022-10-10 13:50:02,0.035,0.035,Cell11
2022-10-10 13:51:36,0.833,0.833,Cell11
2022-10-10 13:52:57,0.79,0.79,Cell11
2022-10-10 13:53:12,0.773,0.773,Cell11
2022-10-10 13:53:26,0.759,0.759,Cell11
2022-10-10 13:53:27,0.761,0.761,Cell11
2022-10-10 13:53:30,0.756,0.756,Cell11
2022-10-10 14:01:12,0.511,0.511,Cell11
2022-10-10 14:03:29,0.727,0.727,Cell11
2022-10-10 14:03:34,0.726,0.726,Cell11
2022-10-10 14:03:37,0.726,0.726,Cell11
2022-10-10 14:03:45,0.724,0.724,Cell11
2022-10-10 14:03:46,0.725,0.725,Cell11
2022-10-10 14:03:48,0.725,0.725,Cell11
2022-10-10 14:04:52,0.722,0.722,Cell11
2022-10-10 14:05:23,0.957,0.957,Cell11
2022-10-10 14:06:06,0.932,0.932,Cell11
2022-10-10 14:06:52,0.805,0.805,Cell11
2022-10-10 14:07:05,0.776,0.776,Cell11
2022-10-10 14:07:11,0.774,0.774,Cell11
2022-10-10 14:07:16,0.767,0.767,Cell11
2022-10-10 14:07:18,0.761,0.761,Cell11
2022-10-10 14:07:38,0.733,0.733,Cell11
2022-10-10 14:07:44,0.723,0.723,Cell11
2022-10-10 14:11:59,0.739,0.739,Cell11
2022-10-10 14:12:00,0.739,0.739,Cell11
2022-10-10 14:12:05,0.737,0.737,Cell11
2022-10-10 14:12:18,0.737,0.737,Cell11
2022-10-10 14:12:41,0.734,0.734,Cell11
2022-10-10 14:30:17,0.625,0.625,Cell11
2022-10-10 14:42:41,0.791,0.791,Cell11
2022-10-10 14:42:44,0.791,0.791,Cell11
2022-10-10 14:42:48,0.791,0.791,Cell11
2022-10-10 14:42:52,0.791,0.791,Cell11
2022-10-10 14:42:57,0.791,0.791,Cell11
2022-10-10 14:43:00,0.791,0.791,Cell11
2022-10-10 14:43:11,0.791,0.791,Cell11
2022-10-10 14:43:19,0.789,0.789,Cell11
2022-10-10 14:44:42,0.924,0.924,Cell11
2022-10-10 14:44:55,0.915,0.915,Cell11
2022-10-10 14:45:01,0.906,0.906,Cell11
2022-10-10 14:45:05,0.906,0.906,Cell11
2022-10-10 14:45:07,0.903,0.903,Cell11
2022-10-10 14:45:09,0.898,0.898,Cell11
2022-10-10 14:45:10,0.898,0.898,Cell11
2022-10-10 14:45:12,0.896,0.896,Cell11
2022-10-10 14:45:13,0.896,0.896,Cell11
2022-10-10 14:45:14,0.894,0.894,Cell11
2022-10-10 14:45:15,0.894,0.894,Cell11
2022-10-10 14:45:16,0.892,0.892,Cell11
2022-10-10 14:45:17,0.893,0.893,Cell11
2022-10-10 14:45:18,0.892,0.892,Cell11
2022-10-10 14:45:19,0.891,0.891,Cell11
2022-10-10 14:45:20,0.889,0.889,Cell11
2022-10-10 14:45:21,0.892,0.892,Cell11
2022-10-10 14:45:22,0.89,0.89,Cell11
2022-10-10 14:45:23,0.889,0.889,Cell11
2022-10-10 14:45:24,0.889,0.889,Cell11
2022-10-10 14:45:25,0.888,0.888,Cell11
2022-10-10 14:45:26,0.887,0.887,Cell11
2022-10-10 14:45:27,0.885,0.885,Cell11
2022-10-10 14:45:28,0.886,0.886,Cell11
2022-10-10 14:45:29,0.886,0.886,Cell11
2022-10-10 14:45:30,0.883,0.883,Cell11
2022-10-10 14:45:31,0.883,0.883,Cell11
2022-10-10 14:45:32,0.882,0.882,Cell11
2022-10-10 14:45:33,0.88,0.88,Cell11
2022-10-10 14:45:34,0.88,0.88,Cell11
2022-10-10 14:45:35,0.88,0.88,Cell11
2022-10-10 14:45:36,0.877,0.877,Cell11
2022-10-10 14:45:37,0.878,0.878,Cell11
2022-10-10 14:45:38,0.878,0.878,Cell11
2022-10-10 14:45:39,0.877,0.877,Cell11
2022-10-10 14:45:40,0.874,0.874,Cell11
2022-10-10 14:45:41,0.874,0.874,Cell11
2022-10-10 14:45:42,0.873,0.873,Cell11
2022-10-10 14:45:43,0.87,0.87,Cell11
2022-10-10 14:45:44,0.87,0.87,Cell11
2022-10-10 14:45:45,0.869,0.869,Cell11
2022-10-10 14:45:46,0.869,0.869,Cell11
2022-10-10 14:45:47,0.867,0.867,Cell11
2022-10-10 14:45:48,0.868,0.868,Cell11
2022-10-10 14:45:49,0.865,0.865,Cell11
2022-10-10 14:45:50,0.863,0.863,Cell11
2022-10-10 14:45:51,0.865,0.865,Cell11
2022-10-10 14:45:52,0.863,0.863,Cell11
2022-10-10 14:45:53,0.863,0.863,Cell11
2022-10-10 14:45:54,0.859,0.859,Cell11
2022-10-10 14:45:55,0.861,0.861,Cell11
2022-10-10 14:45:56,0.858,0.858,Cell11
2022-10-10 14:45:57,0.858,0.858,Cell11
2022-10-10 14:45:58,0.856,0.856,Cell11
2022-10-10 14:45:59,0.856,0.856,Cell11
