Date_Time,Cell35,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:18:29,-0.011,-0.011,Cell35
2022-10-10 12:18:30,-0.013,-0.013,Cell35
2022-10-10 12:18:31,-0.013,-0.013,Cell35
2022-10-10 12:18:32,-0.013,-0.013,Cell35
2022-10-10 12:18:33,-0.014,-0.014,Cell35
2022-10-10 12:18:34,-0.014,-0.014,Cell35
2022-10-10 12:18:35,-0.014,-0.014,Cell35
2022-10-10 12:18:36,-0.014,-0.014,Cell35
2022-10-10 12:18:37,-0.009,-0.009,Cell35
2022-10-10 12:18:38,-0.01,-0.01,Cell35
2022-10-10 12:18:39,-0.008,-0.008,Cell35
2022-10-10 12:18:40,-0.009,-0.009,Cell35
2022-10-10 12:18:41,-0.007,-0.007,Cell35
2022-10-10 12:18:42,-0.006,-0.006,Cell35
2022-10-10 12:18:43,-0.006,-0.006,Cell35
2022-10-10 12:18:44,-0.006,-0.006,Cell35
2022-10-10 12:18:45,-0.006,-0.006,Cell35
2022-10-10 12:18:46,-0.006,-0.006,Cell35
2022-10-10 12:18:47,-0.003,-0.003,Cell35
2022-10-10 12:18:48,-0.004,-0.004,Cell35
2022-10-10 12:18:49,-0.001,-0.001,Cell35
2022-10-10 12:18:50,-0.002,-0.002,Cell35
2022-10-10 12:18:51,0.0,0.0,Cell35
2022-10-10 12:18:52,-0.001,-0.001,Cell35
2022-10-10 12:18:53,0.0,0.0,Cell35
2022-10-10 12:18:54,0.0,0.0,Cell35
2022-10-10 12:18:55,-0.001,-0.001,Cell35
2022-10-10 12:18:56,-0.001,-0.001,Cell35
2022-10-10 12:18:57,0.0,0.0,Cell35
2022-10-10 12:18:58,0.0,0.0,Cell35
2022-10-10 12:18:59,-0.002,-0.002,Cell35
2022-10-10 12:19:00,0.0,0.0,Cell35
2022-10-10 12:19:01,0.0,0.0,Cell35
2022-10-10 12:19:02,0.0,0.0,Cell35
2022-10-10 12:19:04,0.0,0.0,Cell35
2022-10-10 12:19:05,0.0,0.0,Cell35
2022-10-10 12:19:06,0.0,0.0,Cell35
2022-10-10 12:19:08,0.0,0.0,Cell35
2022-10-10 12:19:09,0.0,0.0,Cell35
2022-10-10 12:19:10,-0.003,-0.003,Cell35
