Date_Time,Cell2,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:30:43,0.021,0.021,Cell2
2022-10-10 12:33:16,0.01,0.01,Cell2
2022-10-10 12:42:44,0.017,0.017,Cell2
2022-10-10 12:42:46,0.05,0.05,Cell2
2022-10-10 12:42:48,0.067,0.067,Cell2
2022-10-10 12:43:03,0.079,0.079,Cell2
2022-10-10 12:45:04,0.949,0.949,Cell2
2022-10-10 13:02:59,0.023,0.023,Cell2
2022-10-10 13:03:41,0.017,0.017,Cell2
2022-10-10 13:15:18,0.003,0.003,Cell2
2022-10-10 13:15:28,0.06,0.06,Cell2
2022-10-10 13:15:29,0.067,0.067,Cell2
2022-10-10 13:15:30,0.07,0.07,Cell2
2022-10-10 13:15:37,0.076,0.076,Cell2
2022-10-10 13:15:46,0.075,0.075,Cell2
2022-10-10 13:15:54,0.073,0.073,Cell2
2022-10-10 13:16:01,0.07,0.07,Cell2
2022-10-10 13:16:15,0.065,0.065,Cell2
2022-10-10 13:16:23,0.061,0.061,Cell2
2022-10-10 13:16:32,0.059,0.059,Cell2
2022-10-10 13:16:50,0.049,0.049,Cell2
2022-10-10 13:18:21,0.831,0.831,Cell2
2022-10-10 13:19:18,0.784,0.784,Cell2
2022-10-10 13:35:57,0.018,0.018,Cell2
2022-10-10 13:36:00,0.018,0.018,Cell2
2022-10-10 13:36:19,0.016,0.016,Cell2
2022-10-10 13:36:33,0.015,0.015,Cell2
2022-10-10 13:36:50,0.014,0.014,Cell2
2022-10-10 13:37:14,0.012,0.012,Cell2
2022-10-10 13:38:33,0.01,0.01,Cell2
2022-10-10 13:48:01,0.003,0.003,Cell2
2022-10-10 13:48:11,0.066,0.066,Cell2
2022-10-10 13:48:48,0.068,0.068,Cell2
2022-10-10 13:48:52,0.067,0.067,Cell2
2022-10-10 13:49:14,0.059,0.059,Cell2
2022-10-10 13:49:17,0.058,0.058,Cell2
2022-10-10 13:50:59,0.857,0.857,Cell2
2022-10-10 13:51:15,0.834,0.834,Cell2
2022-10-10 13:51:35,0.834,0.834,Cell2
2022-10-10 13:51:41,0.832,0.832,Cell2
2022-10-10 14:04:06,0.725,0.725,Cell2
2022-10-10 14:06:56,0.782,0.782,Cell2
2022-10-10 14:07:04,0.775,0.775,Cell2
2022-10-10 14:07:07,0.776,0.776,Cell2
2022-10-10 14:07:08,0.773,0.773,Cell2
2022-10-10 14:07:12,0.77,0.77,Cell2
2022-10-10 14:07:25,0.753,0.753,Cell2
2022-10-10 14:07:28,0.751,0.751,Cell2
2022-10-10 14:07:30,0.747,0.747,Cell2
2022-10-10 14:12:17,0.737,0.737,Cell2
2022-10-10 14:12:17,0.737,0.737,Cell2
2022-10-10 14:19:11,0.721,0.721,Cell2
2022-10-10 14:42:37,0.792,0.792,Cell2
2022-10-10 14:42:38,0.792,0.792,Cell2
2022-10-10 14:42:49,0.791,0.791,Cell2
2022-10-10 14:43:07,0.792,0.792,Cell2
2022-10-10 14:43:12,0.791,0.791,Cell2
2022-10-10 14:43:21,0.791,0.791,Cell2
