Date_Time,Cell74,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:29:15,0.115,0.115,Cell74
2022-10-10 12:29:17,0.112,0.112,Cell74
2022-10-10 12:29:18,0.108,0.108,Cell74
2022-10-10 12:29:40,0.052,0.052,Cell74
2022-10-10 12:29:44,0.047,0.047,Cell74
2022-10-10 12:29:51,0.039,0.039,Cell74
2022-10-10 12:29:53,0.037,0.037,Cell74
2022-10-10 12:30:05,0.03,0.03,Cell74
2022-10-10 13:02:45,0.024,0.024,Cell74
2022-10-10 13:03:08,0.019,0.019,Cell74
2022-10-10 13:03:09,0.019,0.019,Cell74
2022-10-10 13:03:41,0.015,0.015,Cell74
2022-10-10 13:17:40,0.938,0.938,Cell74
2022-10-10 13:35:08,0.028,0.028,Cell74
2022-10-10 13:35:33,0.021,0.021,Cell74
2022-10-10 13:37:44,0.011,0.011,Cell74
2022-10-10 14:05:04,0.721,0.721,Cell74
2022-10-10 14:09:07,0.65,0.65,Cell74
2022-10-10 14:09:11,0.649,0.649,Cell74
2022-10-10 14:09:12,0.649,0.649,Cell74
2022-10-10 14:09:15,0.648,0.648,Cell74
2022-10-10 14:09:26,0.648,0.648,Cell74
2022-10-10 14:09:27,0.647,0.647,Cell74
2022-10-10 14:09:31,0.647,0.647,Cell74
2022-10-10 14:09:34,0.649,0.649,Cell74
2022-10-10 14:09:35,0.649,0.649,Cell74
2022-10-10 14:09:36,0.65,0.65,Cell74
2022-10-10 14:09:41,0.648,0.648,Cell74
2022-10-10 14:09:42,0.648,0.648,Cell74
2022-10-10 14:09:42,0.649,0.649,Cell74
2022-10-10 14:09:44,0.647,0.647,Cell74
2022-10-10 14:09:49,0.646,0.646,Cell74
2022-10-10 14:09:50,0.647,0.647,Cell74
2022-10-10 14:09:51,0.647,0.647,Cell74
2022-10-10 14:09:56,0.645,0.645,Cell74
2022-10-10 14:10:01,0.643,0.643,Cell74
2022-10-10 14:10:08,0.643,0.643,Cell74
2022-10-10 14:16:21,0.725,0.725,Cell74
2022-10-10 14:16:30,0.724,0.724,Cell74
2022-10-10 14:16:32,0.724,0.724,Cell74
2022-10-10 14:16:35,0.722,0.722,Cell74
2022-10-10 14:17:29,0.744,0.744,Cell74
2022-10-10 14:17:30,0.744,0.744,Cell74
2022-10-10 14:18:14,0.738,0.738,Cell74
2022-10-10 14:18:22,0.739,0.739,Cell74
2022-10-10 14:18:25,0.74,0.74,Cell74
2022-10-10 14:18:27,0.737,0.737,Cell74
2022-10-10 14:32:10,0.625,0.625,Cell74
